329,張運,父,119929,張貫,據宋史列傳CBDB宋史分傳#1358
330,張雍,子,7013,張太初,
330,張雍,子,13965,張太沖,
331,張顒,弟,197,張頡,
332,張詠,父,13792,張景,
332,張詠,弟,229,張詵,據宋史列傳CBDB宋史分傳#521
333,章惇,父,3191,章俞,
333,章惇,子,7148,章持,
333,章惇,兄,12963,章訢,
333,章惇,子,12969,章援,
333,章惇,子,14105,章擇,
333,章惇,母,45073,羅氏(章俞妻),
333,章惇,妻子,45075,張氏(章惇妻),
336,章服,弟,3183,章著,
336,章服,父,14032,章俁,
336,章服,子,14064,章時可,
339,章誼,父,23799,章賜,
339,章誼,兄,23800,章雲,
342,章頻,子,3184,章訪,
342,章頻,父,3185,章谷者,
342,章頻,弟,12959,章頔,
344,章得象,父,12950,章奐,
344,章得象,母,45400,張氏(章得象母),
345,章楶,父,3184,章訪,
345,章楶,妻子,45110,和氏(章楶妻),
346,章元振,子,45184,章才邵,
348,趙昌言,父,50191,趙叡,
348,趙昌言,子,51035,趙慶嗣,
349,趙偁,子,395,趙鼎臣,
349,趙偁,子,11708,趙鈞臣,
349,趙偁,父,27342,趙永寧,
351,趙岍,父,402,趙揚,
352,趙瞻,父,3202,趙剛,
353,趙稹,父,387,趙晟,
353,趙稹,兄,25457,趙和,
354,趙濟,父,4153,趙宗道,
356,趙志之,父,10520,趙叔據,
359,趙賀,子,4153,趙宗道,
360,趙湘,父,20705,趙曇,
360,趙湘,子,20706,趙亞才,
361,趙咸,父,4153,趙宗道,
362,趙億,父,369,趙霖,
363,趙開,父,17196,趙英,
364,趙公稱,父,10517,趙誠之,
367,趙公達,父,10525,趙仕之,
369,趙霖,子,362,趙億,
369,趙霖,父,7017,趙㞦,
370,趙令詪,父,10466,趙世膺,
371,趙令鑠,父,10457,趙世雄,
373,趙霈,父,20954,趙峻,
375,趙抃,弟,402,趙揚,
375,趙抃,父,20706,趙亞才,
377,趙伯牛,父,10458,趙子漪,
378,趙伯瑜,父,10480,趙子益,
379,趙伯魚,父,398,趙子淔,
380,趙不棄,父,25772,趙士岑,
380,趙不棄,子,437523,趙善素,全元文第55冊 page: 584
381,趙不己,父,10534,趙士芭,
382,趙不凡,父,25412,趙士褭,據宋史列傳CBDB宋史分傳#101
383,趙不溢,父,16012,趙士雋,
384,趙不弁,父,27187,趙,
385,趙不猷,父,14780,趙士諕,
386,趙不愚,父,16012,趙士雋,
387,趙晟,子,353,趙稹,
387,趙晟,子,3194,趙積,
387,趙晟,父,24280,趙脩己,
387,趙晟,子,25457,趙和,
387,趙晟,母,118683,某氏(趙晟母),
389,趙士鵬,女兒,5060,趙氏(洪壽卿妻),
389,趙士鵬,父,10942,趙仲談,
391,李秬,父,1033,李絢,
394,趙挺之,子,19714,趙明誠,
395,趙鼎臣,父,349,趙偁,
395,趙鼎臣,兄,11708,趙鈞臣,
395,趙鼎臣,子,50025,趙方,
395,趙鼎臣,子,50066,趙奕,
398,趙子淔,父,371,趙令鑠,
398,趙子淔,兄,10458,趙子漪,
399,趙子厚,父,10464,趙令沖,
400,趙子潚,父,10482,趙令奧,
401,趙子巖,父,15282,趙令毣,
402,趙揚,兄,375,趙抃,
402,趙揚,妻子,5020,蘇氏(趙揚妻),
402,趙揚,父,20706,趙亞才,
403,趙暘,父,25929,趙H,
403,趙暘,子,25930,趙澤,
404,趙遹,子,119580,趙永裔,據宋史列傳CBDB宋史分傳#970
405,折彥質,父,14250,折可適,
406,鄭靄,父,417,鄭驤,
407,鄭僑年,父,8027,鄭居中,
408,鄭震,父,417,鄭驤,
410,鄭績,父,26255,鄭N,
411,鄭戩,兄,425,鄭載,
411,鄭戩,妻子,5028,李氏(鄭戩妻),
411,鄭戩,弟,8179,鄭戡,
411,鄭戩,父,12753,鄭文遂,
411,鄭戩,弟,12754,鄭戭,
413,鄭僅,子,426,鄭資之,
413,鄭僅,子,427,鄭望之,
413,鄭僅,兄弟,429,鄭佑,
414,鄭仲熊,兄弟,8028,鄭仲雍,
415,鄭向,子,16424,鄭平,
415,鄭向,子,16425,鄭本,
415,鄭向,子,16426,鄭革,
417,鄭驤,子,406,鄭靄,
417,鄭驤,子,408,鄭震,
419,鄭鬲,兄,15327,鄭南,
420,李誡,父,1066,李南公,
421,鄭良,父,11023,鄭叔僑,
421,鄭良,子,11027,鄭囿,
425,鄭載,弟,411,鄭戩,
425,鄭載,弟,8179,鄭戡,
425,鄭載,父,12753,鄭文遂,
425,鄭載,弟,12754,鄭戭,
426,鄭資之,父,413,鄭僅,
426,鄭資之,兄弟,427,鄭望之,
427,鄭望之,父,413,鄭僅,
427,鄭望之,兄弟,426,鄭資之,
428,鄭文寶,父,15277,鄭彥華,
428,鄭文寶,女兒,53966,鄭信陵,
428,鄭文寶,子,119543,鄭於陵,據宋史列傳CBDB宋史分傳#418
429,鄭佑,兄弟,413,鄭僅,
433,郟亶,子,15854,郟僑,
433,郟亶,子,15855,郟傑,
434,賈安宅,父,444,賈收,
435,賈昌衡,兄弟,3217,賈昌期,
435,賈昌衡,兄,8031,賈昌朝,
436,賈青,父,8031,賈昌朝,
440,賈易,母,118934,彭氏(賈易母),
444,賈收,子,434,賈安宅,
446,賈宗,父,15958,賈,
448,賈琰,父,11746,賈緯,
448,賈琰,子,11749,賈汾,
448,賈琰,子,11751,賈湜,
449,賈黯,父,15860,賈汶,
449,賈黯,母,119343,陳氏(賈黯母),據宋史列傳CBDB宋史分傳#619
451,江公著,兄弟,16049,江公望,
451,江公著,兄弟,16050,江公佐,
451,江公著,兄弟,16051,江公明,
454,江衍,父,16074,江遜,
454,江衍,子,16078,江敦抑,
